datetime,T_outdoor,T_wb,solar,T_room,cooling_load_kW,chiller_power_kW,chw_pump_power_kW,cw_pump_power_kW,ct_fan_power_kW,terminal_fan_power_kW,total_power_kW,chiller_PLR,chiller_COP,T_chw_supply,T_cw_supply,pipe_heat_gain_kW
2024-07-01 00:10:00,8.191620833171154,3.4955881096195336,0.0,8.453397916559492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:11:00,10.0166345702181,4.414751199188785,0.0,8.995340799649858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:12:00,9.163491710686364,4.0928728063783995,0.0,9.053635357487995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:13:00,8.578698399441787,4.425468304488635,0.0,8.888984212872536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:14:00,7.825539234768554,3.0840465455871655,0.0,8.520309107863447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:15:00,10.57750466388009,5.422893009203178,0.0,9.233497663223297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:16:00,8.23655490055398,2.8245801064675233,0.0,8.887877546261098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:17:00,8.534055306460607,3.732856828488748,0.0,8.765214452167063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:18:00,7.9177365300808535,2.996462738465025,0.0,8.471410806138216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:19:00,9.58758046663402,4.465894165947873,0.0,8.858364504038901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:20:00,7.435376343249541,2.666817963620015,0.0,8.365042968456446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:21:00,8.836466491042009,3.1927206192297346,0.0,8.52847607526641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:22:00,8.638736966492335,4.517693710508633,0.0,8.566701321036613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:23:00,7.921593970629603,3.3461917208645597,0.0,8.34305550479751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:24:00,8.588597244195448,3.724326338303463,0.0,8.428179915011988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
2024-07-01 00:25:00,10.190100431588368,5.336779487229417,0.0,9.039002519698688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,0.0
